hole_cards,preflop_action,position,sample_hand_strength,position_processed,preflop_action_processed
"('Js', 'Ac')",R,MP,0.08,1,1
"('Qc', 'Ac')",R,MP,0.04,1,1
"('Qc', 'Kh')",R,MP,0.115,1,1
"('Ad', '7h')",F,CO,0.2,2,0
"('8c', '8h')",R,EP,0.035,0,1
"('Ac', '7s')",F,MP,0.2,1,0
"('Jh', 'Kh')",F,CO,0.085,2,0
"('Ts', 'As')",R,CO,0.06,2,1
"('Jh', 'Qh')",R,MP,0.12,1,1
"('7s', 'As')",R,MP,0.12,1,1
"('Ks', 'Ac')",R,SB,0.05,4,1
"('Ks', 'Js')",R,MP,0.085,1,1
"('Kc', 'Th')",F,MP,0.175,1,0
"('Ah', '7h')",R,CO,0.12,2,1
"('Kh', 'Ac')",R,MP,0.05,1,1
"('Ac', 'Ah')",R,MP,0.005,1,1
"('8s', 'Ac')",F,MP,0.165,1,0
"('9s', 'Qs')",R,SB,0.185,4,1
"('Ad', 'Td')",R,BTN,0.06,3,1
"('Ks', 'Qd')",R,SB,0.115,4,1
"('Jd', 'Jh')",R,CO,0.02,2,1
"('Ad', 'Kh')",F,BTN,0.05,3,0
"('Ad', '8h')",F,SB,0.165,4,0
"('Qh', 'Kc')",R,SB,0.115,4,1
"('As', 'Kh')",R,BTN,0.05,3,1
"('Ad', '7s')",F,MP,0.2,1,0
"('Ad', '7h')",F,MP,0.2,1,0
"('Tc', 'Ts')",R,CO,0.025,2,1
"('Th', 'Kc')",R,CO,0.175,2,1
"('Ac', 'Jc')",R,CO,0.055,2,1
"('7s', 'As')",R,CO,0.12,2,1
"('Kh', '8h')",R,CO,0.18,2,1
"('Kd', 'Ks')",R,MP,0.01,1,1
"('Js', 'As')",F,CO,0.055,2,0
"('7s', 'Ac')",F,CO,0.2,2,0
"('Kd', 'As')",R,CO,0.05,2,1
"('Ad', '8c')",F,CO,0.165,2,0
"('6c', '6d')",R,EP,0.09,0,1
"('Kh', 'Ah')",R,CO,0.035,2,1
"('Ad', 'Js')",R,CO,0.08,2,1
"('Kd', 'Js')",R,SB,0.14,4,1
"('As', 'Jd')",R,BTN,0.08,3,1
"('Qc', 'Ks')",F,CO,0.115,2,0
"('Ah', 'Kd')",R,CO,0.05,2,1
"('Jc', 'Ah')",F,MP,0.08,1,0
"('Ac', '6c')",F,CO,0.155,2,0
"('Kd', 'Ah')",F,CO,0.05,2,0
"('Ac', '2c')",R,MP,0.215,1,1
"('Ah', '8h')",R,MP,0.105,1,1
"('Qc', 'Js')",F,MP,0.195,1,0
"('Ac', 'Js')",R,MP,0.08,1,1
"('3s', 'As')",R,BTN,0.205,3,1
"('Ad', '8h')",F,CO,0.165,2,0
"('As', '9c')",F,CO,0.145,2,0
"('Kc', 'Jc')",F,MP,0.085,1,0
"('Ad', 'Tc')",R,MP,0.105,1,1
"('As', 'Td')",R,MP,0.105,1,1
"('Ah', 'Jh')",R,MP,0.055,1,1
"('9s', 'Ac')",F,MP,0.145,1,0
"('2c', 'Ac')",F,MP,0.215,1,0
"('Ad', '5d')",F,CO,0.155,2,0
"('Ah', 'Tc')",F,MP,0.105,1,0
"('4c', 'Ac')",R,BTN,0.17,3,1
"('Ah', '8h')",R,SB,0.105,4,1
"('8c', 'Ac')",F,MP,0.105,1,0
"('As', 'Jc')",F,CO,0.08,2,0
"('As', 'Tc')",R,MP,0.105,1,1
"('9s', 'Ac')",F,EP,0.145,0,0
"('Ad', '7h')",F,CO,0.2,2,0
"('9d', 'Ad')",F,MP,0.085,1,0
"('Ad', '7c')",F,MP,0.2,1,0
"('Ah', '3h')",F,MP,0.205,1,0
"('7c', 'Ac')",R,MP,0.12,1,1
"('As', 'Qh')",R,MP,0.07,1,1
"('Ad', 'Jh')",F,SB,0.08,4,0
"('Kd', 'Qs')",R,MP,0.115,1,1
"('As', '8d')",F,MP,0.165,1,0
"('Th', 'Ac')",R,BTN,0.105,3,1
"('Ad', 'Kd')",R,BTN,0.035,3,1
"('Js', 'Kh')",F,EP,0.14,0,0
"('7d', 'Ac')",F,EP,0.2,0,0
"('Ah', '9s')",R,SB,0.145,4,1
"('7d', 'Ah')",F,MP,0.2,1,0
"('Kh', 'Td')",F,CO,0.175,2,0
"('Ac', 'Tc')",R,BTN,0.06,3,1
"('Jc', 'Kc')",R,MP,0.085,1,1
"('6d', '6h')",F,MP,0.09,1,0
"('Ks', '8s')",F,MP,0.18,1,0
"('As', '9d')",F,MP,0.145,1,0
"('9d', 'As')",R,SB,0.145,4,1
"('Kd', 'Jd')",R,CO,0.085,2,1
"('Kc', '8c')",R,CO,0.18,2,1
"('Ts', 'Kd')",F,MP,0.175,1,0
"('9c', 'Qc')",F,BTN,0.185,3,0
"('7s', 'Ad')",F,BTN,0.2,3,0
"('Kc', 'Qs')",F,MP,0.115,1,0
"('As', '7h')",F,MP,0.2,1,0
"('Kh', 'Jh')",R,CO,0.085,2,1
"('Ac', '9s')",F,MP,0.145,1,0
"('Kc', 'Qh')",R,CO,0.115,2,1
"('Qd', '9d')",R,MP,0.185,1,1
"('8h', '8d')",R,EP,0.035,0,1
"('Qd', '9d')",F,EP,0.185,0,0
"('Qd', 'Kc')",F,MP,0.115,1,0
"('Kh', 'Tc')",F,MP,0.175,1,0
"('5s', '5h')",F,EP,0.145,0,0
"('9h', 'Kh')",R,MP,0.145,1,1
"('Jd', 'Qs')",R,SB,0.195,4,1
"('Ah', 'Kd')",F,MP,0.05,1,0
"('Qs', 'As')",R,BTN,0.04,3,1
"('7c', 'As')",F,MP,0.2,1,0
"('Th', 'Ts')",F,MP,0.025,1,0
"('Jh', 'Ad')",R,BTN,0.08,3,1
"('8h', 'Ad')",R,SB,0.165,4,1
"('Kc', 'Ad')",R,BTN,0.05,3,1
"('Jd', 'Qh')",F,MP,0.195,1,0
"('Td', 'Th')",F,CO,0.025,2,0
"('8h', 'Ac')",F,CO,0.165,2,0
"('3h', 'Ah')",R,BTN,0.205,3,1
"('As', '9h')",F,CO,0.145,2,0
"('Js', 'Qc')",R,BTN,0.195,3,1
"('Td', 'Kh')",F,EP,0.175,0,0
"('9d', 'Ah')",F,EP,0.145,0,0
"('Jd', 'Qh')",F,CO,0.195,2,0
"('6s', '6c')",R,CO,0.09,2,1
"('Ts', 'Tc')",R,CO,0.025,2,1
"('Jd', 'Ac')",F,EP,0.08,0,0
"('Qc', 'Tc')",F,MP,0.15,1,0
"('9d', 'Ad')",F,BTN,0.085,3,0
"('Qh', 'Kh')",R,SB,0.07,4,1
"('8d', 'Ah')",F,MP,0.165,1,0
"('Ks', 'Js')",F,EP,0.085,0,0
"('6d', '6h')",R,BTN,0.09,3,1
"('Ad', '3d')",F,MP,0.205,1,0
"('Ad', 'Tc')",R,MP,0.105,1,1
"('8s', 'Ah')",F,EP,0.165,0,0
"('6d', '6c')",R,BTN,0.09,3,1
"('Ah', 'Ks')",F,MP,0.05,1,0
"('Qh', 'Qc')",R,EP,0.015,0,1
"('Ac', 'Jh')",F,MP,0.08,1,0
"('Jd', 'Kh')",F,CO,0.14,2,0
"('Ah', 'Tc')",R,MP,0.105,1,1
"('Kh', 'Qc')",R,CO,0.115,2,1
"('Th', 'Kh')",R,MP,0.1,1,1
"('Jc', 'Kh')",R,EP,0.14,0,1
"('As', 'Jh')",F,CO,0.08,2,0
"('7s', 'Ah')",F,CO,0.2,2,0
"('Kc', 'Ac')",R,EP,0.035,0,1
"('Ac', '9d')",F,CO,0.145,2,0
"('Js', 'Qh')",R,SB,0.195,4,1
"('Qh', '9h')",R,CO,0.185,2,1
"('Kc', 'Qc')",R,CO,0.07,2,1
"('Js', 'Ad')",R,BTN,0.08,3,1
"('Jc', 'Ks')",R,SB,0.14,4,1
"('Tc', 'Td')",R,EP,0.025,0,1
"('Qh', 'Kd')",R,CO,0.115,2,1
"('Ts', 'Ac')",F,MP,0.105,1,0
"('7d', '7s')",F,CO,0.055,2,0
"('Ks', 'As')",R,CO,0.035,2,1
"('Kd', 'Jh')",F,MP,0.14,1,0
"('Kc', 'Jc')",F,MP,0.085,1,0
"('Ac', '7s')",F,CO,0.2,2,0
"('7s', 'Ad')",F,MP,0.2,1,0
"('Jd', 'Qc')",R,BTN,0.195,3,1
"('9c', 'Ad')",F,CO,0.145,2,0
"('2s', 'As')",R,MP,0.215,1,1
"('Ts', 'Kc')",F,MP,0.175,1,0
"('8h', 'Ah')",F,MP,0.105,1,0
"('6s', '6d')",R,CO,0.09,2,1
"('Kd', 'Qs')",R,SB,0.115,4,1
"('Qs', 'Js')",R,CO,0.12,2,1
"('Jh', 'Kc')",R,MP,0.14,1,1
"('Js', 'Jd')",R,MP,0.02,1,1
"('Ac', 'Kh')",R,EP,0.05,0,1
"('Kc', 'Jc')",F,MP,0.085,1,0
"('8c', 'Ad')",R,BTN,0.165,3,1
"('Ac', 'Qh')",F,EP,0.07,0,0
"('Kd', 'Ad')",R,BTN,0.035,3,1
"('7c', '7d')",F,EP,0.055,0,0
"('Ks', 'Th')",F,MP,0.175,1,0
"('Qs', 'Kc')",F,MP,0.115,1,0
"('Ad', 'Qs')",F,EP,0.07,0,0
"('Tc', 'Kh')",R,BTN,0.175,3,1
"('5c', '5d')",F,MP,0.145,1,0
"('As', 'Jd')",R,BTN,0.08,3,1
"('9d', 'Ac')",F,MP,0.145,1,0
"('Ad', 'Js')",R,CO,0.08,2,1
"('Kd', 'Kc')",R,BTN,0.01,3,1
"('Td', 'Qd')",R,SB,0.15,4,1
"('Ad', '9s')",F,MP,0.145,1,0
"('Ah', '2h')",R,MP,0.215,1,1
"('Ac', '9c')",F,MP,0.085,1,0
"('8d', 'Ah')",F,MP,0.165,1,0
"('8s', 'Ah')",F,MP,0.165,1,0
"('Jc', 'Tc')",R,CO,0.21,2,1
"('Ks', 'Jd')",F,MP,0.14,1,0
"('Jc', 'Kd')",F,MP,0.14,1,0
"('7s', 'Ks')",F,EP,0.21,0,0
"('Jd', 'Kh')",F,MP,0.14,1,0
"('5s', '5c')",R,EP,0.145,0,1
"('Ah', 'Ks')",R,BTN,0.05,3,1
"('Ks', 'Js')",R,SB,0.085,4,1
"('Jd', 'Jh')",R,MP,0.02,1,1
"('Tc', 'Ah')",R,SB,0.105,4,1
"('Kd', '8d')",F,MP,0.18,1,0
"('As', '2s')",R,EP,0.215,0,1
"('Ks', 'Jc')",F,MP,0.14,1,0
"('Qh', 'Jh')",R,SB,0.12,4,1
"('Tc', 'Jc')",F,BTN,0.21,3,0
"('Jh', 'Th')",F,MP,0.21,1,0
"('Ks', 'Ah')",R,CO,0.05,2,1
"('8c', 'As')",F,MP,0.165,1,0
"('Kc', 'Qh')",F,CO,0.115,2,0
"('Qc', 'Kc')",F,MP,0.07,1,0
"('7h', 'Kh')",F,CO,0.21,2,0
"('Tc', 'Ad')",R,CO,0.105,2,1
"('Jh', 'Qc')",F,MP,0.195,1,0
"('8h', 'Ah')",R,MP,0.105,1,1
"('7s', 'As')",F,MP,0.12,1,0
"('9d', 'Ac')",R,SB,0.145,4,1
"('Ad', 'Kd')",R,SB,0.035,4,1
"('Ac', '4c')",R,SB,0.17,4,1
"('7h', '7d')",F,MP,0.055,1,0
"('Qc', 'As')",R,MP,0.07,1,1
"('9d', 'Ah')",F,EP,0.145,0,0
"('Qc', 'Jh')",F,MP,0.195,1,0
"('Jc', 'Qh')",F,EP,0.195,0,0
"('Jh', 'Js')",R,CO,0.02,2,1
"('Ah', '7d')",F,CO,0.2,2,0
"('Jh', 'Qd')",F,EP,0.195,0,0
"('As', 'Ah')",R,MP,0.005,1,1
"('Jc', 'Kc')",F,BTN,0.085,3,0
"('Jh', 'Js')",R,MP,0.02,1,1
"('6h', '6d')",F,CO,0.09,2,0
"('Js', 'Qc')",F,MP,0.195,1,0
"('7d', 'Ah')",F,MP,0.2,1,0
"('Qc', 'Jc')",R,MP,0.12,1,1
"('5c', '5h')",R,MP,0.145,1,1
"('As', '5s')",R,MP,0.155,1,1
"('9c', 'Ac')",R,MP,0.085,1,1
"('Ad', '4d')",R,BTN,0.17,3,1
"('Ks', 'Qs')",F,MP,0.07,1,0
"('Qs', 'As')",F,MP,0.04,1,0
"('Jc', 'Qs')",F,MP,0.195,1,0
"('Qh', 'Kd')",R,MP,0.115,1,1
"('Qs', 'Kc')",F,MP,0.115,1,0
"('Ah', '8s')",F,CO,0.165,2,0
"('Qd', 'Kd')",F,MP,0.07,1,0
"('7s', 'Ah')",F,CO,0.2,2,0
"('9h', 'Kh')",R,SB,0.145,4,1
"('Ah', '7d')",F,MP,0.2,1,0
"('5h', '5d')",F,BTN,0.145,3,0
"('Ac', '6c')",F,EP,0.155,0,0
"('Kh', 'Qh')",R,BTN,0.07,3,1
"('9d', '9s')",F,EP,0.03,0,0
"('9d', 'Ac')",R,SB,0.145,4,1
"('3c', 'Ac')",R,MP,0.205,1,1
"('Ah', '3h')",F,MP,0.205,1,0
"('Kd', 'Jd')",R,BTN,0.085,3,1
"('8d', '8h')",F,MP,0.035,1,0
"('Kc', 'As')",R,CO,0.05,2,1
"('Jc', 'Qs')",F,CO,0.195,2,0
"('Ad', 'Ts')",F,EP,0.105,0,0
"('Td', 'Th')",R,BTN,0.025,3,1
"('Qc', 'Qh')",R,SB,0.015,4,1
"('As', '7s')",R,CO,0.12,2,1
"('Qh', 'Qc')",R,CO,0.015,2,1
"('Ah', 'Td')",R,BTN,0.105,3,1
"('Kh', 'Th')",R,CO,0.1,2,1
"('As', '9c')",F,MP,0.145,1,0
"('Ac', 'Qs')",F,BTN,0.07,3,0
"('Kd', '7d')",R,SB,0.21,4,1
"('Kh', 'Kc')",R,SB,0.01,4,1
"('Kc', 'Ac')",R,CO,0.035,2,1
"('5s', 'As')",R,BTN,0.155,3,1
"('Ac', 'Kc')",R,MP,0.035,1,1
"('5c', 'Ac')",R,BTN,0.155,3,1
"('Ks', 'Qc')",R,MP,0.115,1,1
"('5c', '5d')",R,EP,0.145,0,1
"('Ac', 'Kh')",R,BTN,0.05,3,1
"('Jd', 'Qd')",R,MP,0.12,1,1
"('Td', 'Kd')",F,EP,0.1,0,0
"('9s', '9d')",F,BTN,0.03,3,0
"('Td', 'Ac')",R,BTN,0.105,3,1
"('As', 'Kc')",R,SB,0.05,4,1
"('Ah', '9s')",F,CO,0.145,2,0
"('7h', 'Kh')",F,MP,0.21,1,0
"('As', '9s')",R,MP,0.085,1,1
"('2c', 'Ac')",R,SB,0.215,4,1
"('Ad', '7h')",F,EP,0.2,0,0
"('Jh', 'Ks')",F,EP,0.14,0,0
"('Jc', 'Qd')",F,CO,0.195,2,0
"('Jh', 'Qh')",R,SB,0.12,4,1
"('As', 'Jh')",F,MP,0.08,1,0
"('Qd', 'Jd')",R,CO,0.12,2,1
"('Qd', 'Td')",R,EP,0.15,0,1
"('Kh', '9h')",F,BTN,0.145,3,0
"('8h', 'Ah')",F,MP,0.105,1,0
"('Ts', 'Kc')",F,EP,0.175,0,0
"('9h', 'Qh')",F,CO,0.185,2,0
"('8c', 'Ah')",F,CO,0.165,2,0
"('6d', '6c')",F,BTN,0.09,3,0
"('7h', 'As')",F,EP,0.2,0,0
"('As', '9c')",F,EP,0.145,0,0
"('Kc', '9c')",F,MP,0.145,1,0
"('Jh', 'Qh')",R,SB,0.12,4,1
"('Kc', 'Tc')",F,MP,0.1,1,0
"('Ah', 'Qs')",R,CO,0.07,2,1
"('9d', '9s')",R,EP,0.03,0,1
"('Qc', 'Tc')",R,CO,0.15,2,1
"('Jh', 'Qd')",F,EP,0.195,0,0
"('Ah', 'Kd')",F,BTN,0.05,3,0
"('Qs', 'Qd')",F,BTN,0.015,3,0
"('Jc', 'Kh')",R,BTN,0.14,3,1
"('Ah', '3h')",R,SB,0.205,4,1
"('Ah', '7d')",R,SB,0.2,4,1
"('9h', '9d')",F,BTN,0.03,3,0
"('Ks', 'Ac')",F,BTN,0.05,3,0
"('Tc', 'Jc')",R,SB,0.21,4,1
"('Td', 'Th')",F,MP,0.025,1,0
"('Kd', 'Ac')",R,BTN,0.05,3,1
"('Qc', 'Kd')",R,EP,0.115,0,1
"('Ks', '9s')",R,MP,0.145,1,1
"('Tc', 'Ts')",R,MP,0.025,1,1
"('Jc', 'Qd')",F,MP,0.195,1,0
"('Th', 'Ad')",R,SB,0.105,4,1
"('Ac', 'Jd')",R,BTN,0.08,3,1
"('5s', 'As')",R,MP,0.155,1,1
"('8h', '8d')",R,MP,0.035,1,1
"('As', 'Ah')",R,SB,0.005,4,1
"('7d', 'As')",F,MP,0.2,1,0
"('8h', 'Ac')",F,BTN,0.165,3,0
"('Ac', 'Td')",F,CO,0.105,2,0
"('Kc', 'Jd')",F,MP,0.14,1,0
"('6c', '6d')",R,CO,0.09,2,1
"('Ad', 'Ts')",F,CO,0.105,2,0
"('8c', '8d')",R,MP,0.035,1,1
"('6d', 'Ad')",F,MP,0.155,1,0
"('Ts', 'Qs')",R,BTN,0.15,3,1
"('Jc', 'As')",F,MP,0.08,1,0
"('Qs', 'Ac')",R,SB,0.07,4,1
"('Td', 'Ks')",R,BTN,0.175,3,1
"('Qc', 'Js')",F,MP,0.195,1,0
"('Tc', 'Jc')",R,BTN,0.21,3,1
"('Qs', 'Ad')",R,BTN,0.07,3,1
"('As', '8h')",F,EP,0.165,0,0
"('Ah', '7c')",F,CO,0.2,2,0
"('As', 'Kh')",R,BTN,0.05,3,1
"('Ks', '7s')",R,BTN,0.21,3,1
"('Ac', '5c')",F,EP,0.155,0,0
"('Ah', 'Js')",R,CO,0.08,2,1
"('Ac', '8s')",R,CO,0.165,2,1
"('Ac', '7d')",F,MP,0.2,1,0
"('As', '7c')",F,MP,0.2,1,0
"('Qh', 'Jc')",R,BTN,0.195,3,1
"('Qs', '9s')",R,MP,0.185,1,1
"('Ac', '9d')",F,EP,0.145,0,0
"('7s', '7c')",R,SB,0.055,4,1
"('Tc', 'Td')",R,EP,0.025,0,1
"('7d', 'Kd')",F,MP,0.21,1,0
"('7h', 'Ac')",F,MP,0.2,1,0
"('8d', 'Ah')",F,CO,0.165,2,0
"('Kh', '9h')",F,MP,0.145,1,0
"('Jc', 'Qd')",R,BTN,0.195,3,1
"('As', '7s')",F,EP,0.12,0,0
"('As', '9d')",F,MP,0.145,1,0
"('Qs', 'Ah')",R,EP,0.07,0,1
"('Qs', 'Ks')",R,SB,0.07,4,1
"('As', '8s')",F,BTN,0.105,3,0
"('8s', 'Ad')",F,MP,0.165,1,0
"('Kh', '7h')",R,MP,0.21,1,1
"('7d', 'Ah')",R,BTN,0.2,3,1
"('6c', '6s')",R,CO,0.09,2,1
"('As', '7h')",R,BTN,0.2,3,1
"('Qh', 'Js')",F,EP,0.195,0,0
"('9c', 'Ad')",R,BTN,0.145,3,1
"('9c', '9h')",R,SB,0.03,4,1
"('Jc', 'Qd')",F,CO,0.195,2,0
"('Ks', 'Js')",R,BTN,0.085,3,1
"('Td', 'Ks')",R,SB,0.175,4,1
"('Ks', '8s')",F,BTN,0.18,3,0
"('Td', 'Ah')",R,SB,0.105,4,1
"('Qc', 'Jh')",R,CO,0.195,2,1
"('Kc', 'Qh')",F,BTN,0.115,3,0
"('9s', '9d')",R,MP,0.03,1,1
"('Ad', 'Qd')",F,MP,0.04,1,0
"('7d', 'Kd')",F,MP,0.21,1,0
"('8s', 'As')",R,CO,0.105,2,1
"('9d', 'Ac')",R,BTN,0.145,3,1
"('Ad', '8d')",F,EP,0.105,0,0
"('Ts', 'Kc')",F,MP,0.175,1,0
"('Th', 'Td')",F,CO,0.025,2,0
"('Td', 'Ts')",R,BTN,0.025,3,1
"('As', 'Js')",R,SB,0.055,4,1
"('Jd', 'Ac')",R,BTN,0.08,3,1
"('Ad', 'Tc')",R,CO,0.105,2,1
"('Qs', 'Kd')",R,MP,0.115,1,1
"('5d', 'Ad')",F,EP,0.155,0,0
"('Kd', 'Qs')",F,MP,0.115,1,0
"('Kd', 'Js')",F,MP,0.14,1,0
"('Td', 'Kc')",F,EP,0.175,0,0
"('Ah', 'Kd')",R,MP,0.05,1,1
"('Ac', 'Qc')",F,EP,0.04,0,0
"('Kh', 'Qh')",F,MP,0.07,1,0
"('Jh', 'Jd')",R,BTN,0.02,3,1
"('Qd', 'Jc')",F,MP,0.195,1,0
"('9s', 'Ac')",F,MP,0.145,1,0
"('Jd', 'Kd')",R,BTN,0.085,3,1
"('Kh', 'Qd')",R,SB,0.115,4,1
"('9s', 'Ac')",F,BTN,0.145,3,0
"('As', '7c')",F,EP,0.2,0,0
"('7d', '7h')",R,CO,0.055,2,1
"('5c', '5s')",F,MP,0.145,1,0
"('As', '7c')",F,MP,0.2,1,0
"('9d', 'Ah')",R,MP,0.145,1,1
"('Kh', '7h')",F,MP,0.21,1,0
"('8s', 'Ah')",F,MP,0.165,1,0
"('Jc', 'Ad')",F,EP,0.08,0,0
"('8h', 'Kh')",F,CO,0.18,2,0
"('3s', 'As')",R,MP,0.205,1,1
"('Tc', 'Ah')",R,MP,0.105,1,1
"('Kd', 'Kh')",R,CO,0.01,2,1
"('8h', 'As')",F,MP,0.165,1,0
"('7h', 'As')",F,BTN,0.2,3,0
"('8c', '8s')",F,EP,0.035,0,0
"('Td', 'Kd')",R,SB,0.1,4,1
"('Qd', 'Qc')",R,BTN,0.015,3,1
"('As', 'Kh')",R,SB,0.05,4,1
"('Jd', 'Ah')",R,MP,0.08,1,1
"('Ah', '9c')",F,MP,0.145,1,0
"('6d', 'Ad')",F,MP,0.155,1,0
"('Js', 'Qc')",F,MP,0.195,1,0
"('Kh', 'Jc')",F,MP,0.14,1,0
"('Kd', 'Jd')",R,BTN,0.085,3,1
"('9c', 'Ah')",F,MP,0.145,1,0
"('9s', 'Ks')",R,SB,0.145,4,1
"('Ah', '9d')",F,MP,0.145,1,0
"('Ad', 'Ts')",R,SB,0.105,4,1
"('Th', 'Ad')",F,MP,0.105,1,0
"('Jd', 'Kh')",F,EP,0.14,0,0
"('Qc', 'Ad')",F,BTN,0.07,3,0
"('Ks', 'Jh')",R,MP,0.14,1,1
"('6s', '6c')",R,EP,0.09,0,1
"('6s', '6h')",F,CO,0.09,2,0
"('Ah', 'Jc')",R,CO,0.08,2,1
"('Kh', 'As')",R,MP,0.05,1,1
"('5h', '5s')",F,CO,0.145,2,0
"('Ah', 'Td')",R,SB,0.105,4,1
"('Td', 'Jd')",R,CO,0.21,2,1
"('Qd', 'Jc')",F,BTN,0.195,3,0
"('8s', 'Ad')",R,BTN,0.165,3,1
"('Kc', 'Td')",F,CO,0.175,2,0
"('Jd', 'Jh')",R,CO,0.02,2,1
"('Ah', 'Th')",R,CO,0.06,2,1
"('As', '8h')",F,CO,0.165,2,0
"('Ac', 'Th')",R,SB,0.105,4,1
"('Kd', 'Qc')",F,EP,0.115,0,0
"('Qh', 'Jc')",F,MP,0.195,1,0
"('7s', 'Ah')",F,CO,0.2,2,0
"('6c', '6h')",F,MP,0.09,1,0
"('As', 'Ks')",R,CO,0.035,2,1
"('Jh', 'Kd')",F,CO,0.14,2,0
"('Qc', 'Jd')",F,MP,0.195,1,0
"('Ah', 'Jc')",F,BTN,0.08,3,0
"('9c', 'As')",R,SB,0.145,4,1
"('Qs', 'Kc')",R,BTN,0.115,3,1
"('Kd', 'Tc')",F,CO,0.175,2,0
"('Ts', 'Kh')",F,CO,0.175,2,0
"('Th', 'Td')",F,CO,0.025,2,0
"('5h', '5c')",F,CO,0.145,2,0
"('Ah', '9h')",R,CO,0.085,2,1
"('As', 'Td')",F,MP,0.105,1,0
"('Jd', 'Ac')",R,CO,0.08,2,1
"('Td', 'Qd')",R,CO,0.15,2,1
"('Ah', 'Td')",F,BTN,0.105,3,0
"('Ah', 'Kh')",F,CO,0.035,2,0
"('Kc', 'Jh')",R,BTN,0.14,3,1
"('8d', '8c')",F,CO,0.035,2,0
"('7c', '7h')",R,SB,0.055,4,1
"('Jd', 'Qc')",R,BTN,0.195,3,1
"('6h', '6s')",R,CO,0.09,2,1
"('Ks', 'Qs')",R,CO,0.07,2,1
"('Jd', 'Js')",R,BTN,0.02,3,1
"('7d', '7c')",F,CO,0.055,2,0
"('Qs', 'Ks')",R,BTN,0.07,3,1
"('Jc', 'Qs')",R,CO,0.195,2,1
"('Qd', 'Js')",F,CO,0.195,2,0
"('Qc', 'Qh')",R,EP,0.015,0,1
"('9c', 'Ah')",R,BTN,0.145,3,1
"('Ks', '8s')",F,MP,0.18,1,0
"('As', '8s')",R,BTN,0.105,3,1
"('Jd', 'Jh')",R,CO,0.02,2,1
"('Kh', 'Ah')",F,MP,0.035,1,0
"('9h', 'Qh')",F,SB,0.185,4,0
"('7c', 'Ad')",F,MP,0.2,1,0
"('Ad', 'Kh')",R,MP,0.05,1,1
"('8s', '8d')",F,BTN,0.035,3,0
"('9h', 'Kh')",R,CO,0.145,2,1
"('Ts', 'Kc')",F,MP,0.175,1,0
"('As', 'Ac')",R,EP,0.005,0,1
"('Th', 'Ad')",R,MP,0.105,1,1
"('Td', 'Qd')",R,CO,0.15,2,1
"('Ad', '8c')",F,CO,0.165,2,0
"('Ac', '9c')",R,CO,0.085,2,1
"('Ah', '8h')",R,EP,0.105,0,1
"('As', 'Td')",R,BTN,0.105,3,1
"('Jh', 'Ad')",R,MP,0.08,1,1
"('Ts', 'Ah')",R,SB,0.105,4,1
"('Qd', 'Ad')",F,MP,0.04,1,0
"('Ad', 'Td')",R,MP,0.06,1,1
"('As', 'Kd')",F,BTN,0.05,3,0
"('9s', 'Ac')",F,CO,0.145,2,0
"('7d', 'Ah')",F,EP,0.2,0,0
"('Kh', '8h')",F,EP,0.18,0,0
"('Td', 'Kd')",R,MP,0.1,1,1
"('Kd', '8d')",F,EP,0.18,0,0
"('8h', 'Kh')",F,MP,0.18,1,0
"('Ac', 'Js')",R,MP,0.08,1,1
"('Qc', 'Kh')",R,BTN,0.115,3,1
"('5d', '5h')",R,MP,0.145,1,1
"('Td', 'Jd')",R,MP,0.21,1,1
"('Kc', 'Qs')",F,MP,0.115,1,0
"('Jd', 'Qs')",R,MP,0.195,1,1
"('Ad', '9d')",F,BTN,0.085,3,0
"('Ad', '8d')",R,MP,0.105,1,1
"('9h', 'Qh')",F,EP,0.185,0,0
"('Jd', 'Qs')",F,EP,0.195,0,0
"('Ah', '7h')",R,MP,0.12,1,1
"('8d', 'Ah')",F,MP,0.165,1,0
"('Ah', 'Ks')",F,BTN,0.05,3,0
"('Qh', '9h')",F,MP,0.185,1,0
"('Qd', 'Js')",F,CO,0.195,2,0
"('8c', 'As')",R,SB,0.165,4,1
"('8c', 'Ad')",R,SB,0.165,4,1
"('Ks', '8s')",F,MP,0.18,1,0
"('6c', '6d')",F,MP,0.09,1,0
"('8h', '8d')",F,MP,0.035,1,0
"('5s', '5h')",R,BTN,0.145,3,1
"('Qh', 'Kh')",R,EP,0.07,0,1
"('9d', 'Ah')",F,EP,0.145,0,0
"('7h', '7s')",R,EP,0.055,0,1
"('9d', 'Ah')",F,MP,0.145,1,0
"('As', '4s')",F,BTN,0.17,3,0
"('Ac', '7d')",R,BTN,0.2,3,1
"('Ad', 'Ts')",R,SB,0.105,4,1
"('8h', 'Ad')",F,MP,0.165,1,0
"('Jc', 'As')",F,EP,0.08,0,0
"('Td', 'Ac')",R,SB,0.105,4,1
"('Qh', 'Jd')",R,SB,0.195,4,1
"('Ah', '6h')",R,SB,0.155,4,1
"('Js', 'As')",R,CO,0.055,2,1
"('Td', 'Kc')",F,MP,0.175,1,0
"('Jd', 'Ac')",R,SB,0.08,4,1
"('Ah', '8s')",F,CO,0.165,2,0
"('3c', 'Ac')",F,EP,0.205,0,0
"('Ac', 'Tc')",F,CO,0.06,2,0
"('Ad', 'Jh')",R,MP,0.08,1,1
"('Th', 'Ks')",F,MP,0.175,1,0
"('Kh', '7h')",R,SB,0.21,4,1
